id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods
2910,"Brand inferred from name: VinFast. imputed_year inferred from '2024' in the title. imputed_mileage_km set to 1400 from 'odo: 1.400km'. imputed_condition: Not explicitly mentioned, returning null. battery_status inferred from 'MUA PIN' as 'Mua pin'. is_accident_free true from 'KHÔNG đâm đụng, KHÔNG ngập nước'. has_aftermarket_mods true from 'phim cách nhiệt, lót sàn' (accessories/add-ons).",VinFast,VF5S,2024.0,1400.0,,Mua pin,True,True
2911,"Brand inferred: BYD. imputed_year: Not explicitly stated, null. imputed_mileage_km: 19000 from 'odo hơn 19.000km'. imputed_condition: Not explicit, null. battery_status: null. is_accident_free: null. has_aftermarket_mods true from 'Tặng phim cam sàn' (accessory).",BYD,Dolphin,,19000.0,,,,True
2912,Brand: VinFast. imputed_year: 2025 (from title). imputed_mileage_km: 0 due to 'XE MỚI' suggesting new. imputed_condition: 'Mới 100%'. battery_status: null. is_accident_free: null. has_aftermarket_mods: false (no aftermarket mods mentioned).,VinFast,VF6 PLUS,2025.0,0.0,Mới 100%,,,False
2913,Brand: VinFast. imputed_year: 2025. imputed_mileage_km: null (no odo stated). imputed_condition: null. battery_status: 'Mua pin' inferred from 'KÈM PIN'. is_accident_free: null. has_aftermarket_mods: false.,VinFast,VF3,2025.0,,,Mua pin,,False
2914,Brand: VinFast. imputed_year: 2023. imputed_mileage_km: null. imputed_condition: null. battery_status: 'Mua pin' inferred from 'Mua Pin'. is_accident_free: null. has_aftermarket_mods: false.,VinFast,VF 8 Eco,2023.0,,,Mua pin,,False
2915,"Brand: VinFast. imputed_year: 2024. imputed_mileage_km: 23000 from 'ODO: 23.000 km'. imputed_condition: 'Đã qua sử dụng' (usage inferred from mileage). battery_status: 'Mua pin'. is_accident_free: true from 'Cam kết không đâm đụng, không ngập nước'. has_aftermarket_mods: false.",VinFast,VF6 Plus,2024.0,23000.0,Đã qua sử dụng,Mua pin,True,False
2916,Brand: VinFast. imputed_year: 2024 (registration 10/2024). imputed_mileage_km: 56000 from 'odo 56000km'. imputed_condition: 'Đã qua sử dụng'. battery_status: 'Mua pin'. is_accident_free: null. has_aftermarket_mods: false.,VinFast,VF6 10/2024 S,2024.0,56000.0,Đã qua sử dụng,Mua pin,,False
2917,Brand: BYD. imputed_year: 2024. imputed_mileage_km: null. imputed_condition: null. battery_status: null. is_accident_free: null. has_aftermarket_mods: false.,BYD,Seal,2024.0,,,,,False
2918,"Brand: VinFast. imputed_year: 2024. imputed_mileage_km: null. imputed_condition: 'Đã qua sử dụng' (one owner from dealer). battery_status: 'Mua pin'. is_accident_free: true (noted not to collide or flood). has_aftermarket_mods: true (phim cách nhiệt, lốp sơ cua, phụ tùng etc).",VinFast,VF5 PLUS,2024.0,,Đã qua sử dụng,Mua pin,True,True
2919,"Brand: VinFast. imputed_year: 2025. imputed_mileage_km: null. imputed_condition: null. battery_status: null. is_accident_free: null. has_aftermarket_mods: true (đã độ vô lăng, camera lùi, film 3M, camera hành trình, giá nóc).",VinFast,VF3,2025.0,,,,,True
2920,"Brand: VinFast. imputed_year: 2024. imputed_mileage_km: 1400 from '1.400km'. imputed_condition: 'Đã qua sử dụng'. battery_status: 'Mua pin'. is_accident_free: true. has_aftermarket_mods: true (phim cách nhiệt, lót thảm, bảo hiểm thân vỏ, etc).",VinFast,VF5 S,2024.0,1400.0,Đã qua sử dụng,Mua pin,True,True
2921,"Brand: VinFast. imputed_year: 2025. imputed_mileage_km: 4000 from 'odo 4 nghìn km'. imputed_condition: 'Đã qua sử dụng'. battery_status: 'Mua pin'. is_accident_free: null. has_aftermarket_mods: true (đồ chơi xịn, 360 camera, phim 3M, ...).",VinFast,VF3,2025.0,4000.0,Đã qua sử dụng,Mua pin,,True
2922,Brand: VinFast. imputed_year: 2025. imputed_mileage_km: 8000 from 'hơn 8.000 km'. imputed_condition: 'Đã qua sử dụng'. battery_status: 'Thuê pin'. is_accident_free: true from 'không tai nạn – không ngập nước'. has_aftermarket_mods: false.,VinFast,VF3,2025.0,8000.0,Đã qua sử dụng,Thuê pin,True,False
2923,"Brand: VinFast. imputed_year: 2024. imputed_mileage_km: 110000 (11 vạn km). imputed_condition: 'Đã qua sử dụng'. battery_status: null. is_accident_free: true from 'không đâm đụng, không thủy kích'. has_aftermarket_mods: true (độ full đồ chơi).",VinFast,VF5 Plus,2024.0,110000.0,Đã qua sử dụng,,True,True
2924,"Brand: VinFast. imputed_year: 2024. imputed_mileage_km: 3400 from 'odo 3.400km'. imputed_condition: 'Đã qua sử dụng' (mileage). battery_status: null. is_accident_free: null. has_aftermarket_mods: false (Xe nguyên zin, no mods noted).",VinFast,VF3,2024.0,3400.0,Đã qua sử dụng,,,False
2940,Year from 'VF9 Plus 2024' -> imputed_year=2024. Mileage from '13.000km' -> imputed_mileage_km=13000. Battery status from 'Thuê Pin Catl' -> battery_status='Thuê pin'. Condition: 'siêu lướt đẹp xuất săc' implies used; imputed_condition='Đã qua sử dụng'. Other fields null.,VinFast,VF9 Plus,2024.0,13000.0,Đã qua sử dụng,Thuê pin,,False
2941,"Name indicates model VF3. No explicit year, mileage, battery status, condition, accident, or mods stated.",VinFast,VF3,,,,,,False
2942,"Year 2024 from 'Vinfast VF5 Plus 2024'. Mileage 96,000km from '96.000km'. Battery: 'Mua pin'. Accident-free: '100% không đâm đụng'.",VinFast,VF5 Plus,2024.0,96000.0,Đã qua sử dụng,Mua pin,True,False
2943,"Year 2024 from 'VF8 ECO 2024'. Mileage 30,000 from '3 vạn'. Battery: null. Condition: used implied by '1 chủ từ đầu'.",VinFast,VF8 ECO,2024.0,30000.0,Đã qua sử dụng,,,False
2944,Year 2024 from 'VF7 Plus 2024'. Mileage 2500 from '2v5km'. Battery: 'Mua pin'. Condition: used.,VinFast,VF7 Plus,2024.0,2500.0,Đã qua sử dụng,Mua pin,,False
2945,Year 2025 from 'VF9 Plus 2025'. 'Xe mới 100%' indicates new; mileage set to 0 per rule. imputed_condition='Mới 100%'.,VinFast,VF9 Plus,2025.0,0.0,Mới 100%,,,False
2946,"Year 2025; ODO ~386km. 'Pin Mua' indicates battery purchase. Text 'Như Mới' indicates near-new; treat as 'Đã qua sử dụng'. Modifications listed 'Dán Film 3M full xe,...' -> has_aftermarket_mods = True.",VinFast,VF3,2025.0,386.0,Đã qua sử dụng,Mua pin,,True
2947,"Year 2025; mileage 17,000km. 'Mua pin'. Modifications listed via 'độ' and wrap items -> has_aftermarket_mods = True.",VinFast,VF9 Plus,2025.0,17000.0,Đã qua sử dụng,Mua pin,,True
2948,Year 2024. Mileage 36 from '36 km'. Battery: null. Condition inferred as used from ODO.,VinFast,VF5,2024.0,36.0,Đã qua sử dụng,,,False
2949,"Year 2024 from 'VF7 eco 2024'. Battery 'Mua Pin'. Modifications include 'Nâng cấp Sàn da cao cấp, 3M film' -> has_aftermarket_mods = True.",VinFast,VF7 Eco,2024.0,,,Mua pin,,True
2950,"Year 2025 from 'VF5 Plus 2025'. Mileage 40,000km from '4 vạn'. Battery: 'mua pin'. Condition: used.",VinFast,VF5 Plus,2025.0,40000.0,Đã qua sử dụng,Mua pin,,False
2951,Year 2025; text mentions 'Cắt mâm 19in...' and other option changes; This is aftermarket modification: has_aftermarket_mods = True.,VinFast,VF6 Plus,2025.0,,,,,True
2952,Year 2025 from 'sản xuất 2025'. ODO 3000 km. Battery: 'mua pin'. Condition: 'xe còn mới' implies used; imputed_condition='Đã qua sử dụng'.,VinFast,VF3,2025.0,3000.0,Đã qua sử dụng,Mua pin,,False
2953,Text describes VF8 with discounts; No explicit year or mileage.,VinFast,VF8,,,,,,False
2954,"Year 2024 from 'đăng ký 2024'. ODO 74,400 km. Modifications: 'Dán phim cách nhiệt' etc -> has_aftermarket_mods = True.",VinFast,VF5 Plus,2024.0,74400.0,Đã qua sử dụng,,,True
2970,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF5 Plus'; Imputed_year inferred from '2025' in the name. Not explicitly mentioned, returning null for mileage, condition, battery_status, is_accident_free, and has_aftermarket_mods. Phrase leading to conclusion: 'VinFast VF5 2025 Plus'",VinFast,VF5 Plus,2025.0,,,,,False
2971,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'Limo Green'; Imputed_year inferred from '2025' in the name. Not explicitly mentioned, returning null for mileage, condition, battery_status, is_accident_free, and has_aftermarket_mods. Phrase leading to conclusion: 'VinFast Limo Green 2025'",VinFast,Limo Green,2025.0,,,,,False
2972,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF8 Plus'; Imputed_year inferred from '2022' in the name; Mileage explicitly stated as 34,000 km; Battery status inferred from 'mua Pin' (battery purchase). Not explicitly mentioned, returning null for is_accident_free and has_aftermarket_mods. Phrase leading to conclusion: 'VF8 Plus 2022' and '34.000km'",VinFast,VF8 Plus,2022.0,34000.0,,Mua pin,,False
2973,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VFe34'; Imputed_year inferred from '2022'; Mileage explicitly stated as 62,000 km; Battery status inferred from 'pin thuê' (battery rental). Not explicitly mentioned, returning null for is_accident_free and has_aftermarket_mods. Phrase leading to conclusion: 'VFe34 2022' and 'odo 62.000km'",VinFast,VFe34,2022.0,62000.0,Đã qua sử dụng,Thuê pin,,False
2974,Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'Limo Green'; Imputed_year not explicitly stated in the text; Mileage not provided; Other fields not explicitly stated. Phrase leading to conclusion: 'Limo Green nhận xe chỉ 70 triệu',VinFast,Limo Green,,,,,,False
2975,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF3'; Imputed_year inferred from '2025'; Battery status inferred from 'Gói thuê pin' indicating battery rental. Not explicitly mentioned, returning null for mileage, condition, is_accident_free, and has_aftermarket_mods. Phrase leading to conclusion: 'VF3 2025' and 'Gói thuê pin'",VinFast,VF3,2025.0,,,Thuê pin,,False
2976,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF5 Plus'; Imputed_year inferred from '2025'; Mileage explicitly stated as 12,000 km; Condition inferred as 'Đã qua sử dụng' due to mileage; Battery status not stated. Not explicitly mentioned, returning null for is_accident_free and has_aftermarket_mods. Phrase leading to conclusion: 'VF5 Plus 2025' and '12000 km'",VinFast,VF5 Plus,2025.0,12000.0,Đã qua sử dụng,,,False
2977,"Brand inferred from the text: 'Vinfast' (VinFast); Car_model inferred from the text: 'VF5'; Imputed_year inferred from '2024'; Battery status inferred from 'mua Pin' (battery purchase). Not explicitly mentioned, returning null for mileage, condition, is_accident_free, and has_aftermarket_mods. Phrase leading to conclusion: 'VF5 2024' and 'mua Pin'",VinFast,VF5,2024.0,,,Mua pin,,False
2978,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF3 Plus'; Imputed_year inferred from '2025'; Mileage not provided; Battery status not stated. Not explicitly mentioned, returning null for mileage, condition, battery_status, is_accident_free, has_aftermarket_mods. Phrase leading to conclusion: 'VF3 Plus 2025'",VinFast,VF3 Plus,2025.0,,,,,False
2979,"Brand inferred from the text: 'Geely'; Car_model inferred from the text: 'EX5'; Imputed_year inferred from '2025'; Mileage not provided; Battery status not stated. Not explicitly mentioned, returning null for mileage, condition, battery_status, is_accident_free, has_aftermarket_mods. Phrase leading to conclusion: 'EX5 2025'",Geely,EX5,2025.0,,,,,False
2980,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF3'; Imputed_year inferred from '2025'; Mileage not provided; Battery status not stated. Not explicitly mentioned, returning null for mileage, condition, battery_status, is_accident_free, has_aftermarket_mods. Phrase leading to conclusion: 'VF3 2025'",VinFast,VF3,2025.0,,,,,False
2981,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF3'; Imputed_year not stated in the text; Mileage not provided; Battery status not stated. Not explicitly mentioned, returning null for year, mileage, condition, battery_status, is_accident_free, has_aftermarket_mods. Phrase leading to conclusion: 'VF3'",VinFast,VF3,,,,,,False
2982,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF3'; Imputed_year not stated; Mileage explicitly stated as 13,000 km; Battery status inferred from 'thuê pin' (battery rental). Not explicitly mentioned, returning null for year and condition. Phrase leading to conclusion: 'VF3 thuê pin' and '13.000 km'",VinFast,VF3,,13000.0,,Thuê pin,,False
2983,"Brand inferred from the text: 'VinFast'; Car_model inferred from the text: 'VF3'; Imputed_year 2024 from text; Mileage explicitly 3,000 km; Battery status not stated. Not explicitly mentioned, returning null for battery_status and is_accident_free, has_aftermarket_mods. Phrase leading to conclusion: 'VF3 Xanh 4 chỗ 2024' and '3000 km'",VinFast,VF3,2024.0,3000.0,,,,False
2984,"Brand inferred from the text: 'VF9'; Car_model inferred from the text: 'VF9'; Imputed_year inferred from '2025'; Mileage not provided; Battery status not stated. Not explicitly mentioned, returning null for mileage, condition, battery_status, is_accident_free, has_aftermarket_mods. Phrase leading to conclusion: 'VF9 2025'",VinFast,VF9,2025.0,,,,,False
2955,"From the name: 'VinFast VF5 2024 - 18000 km' the year and mileage are stated. The description does not include an explicit condition label such as 'Mới 100%' or 'Đã qua sử dụng', so imputed_condition=null.",VinFast,VF5,2024.0,18000.0,,,,False
2956,"Year 2025 and ODO 4.500 km are indicated by 'VF3 Sx 2025 Bản thuê pin, Odo: 4.500 km'. Battery status 'Thuê pin' is stated by 'Bản thuê pin'. Aftermarket mods are listed: 'Xe lên Phim cách nhiệt cao cấp, Dán nóc đen, Camera lùi tích hợp màn hình chính, Lót sàn đúc trước sau, Ốp Mâm'.",VinFast,VF3,2025.0,4500.0,,Thuê pin,,True
2957,"Year 2025 is stated in the name 'VinFast VF3 2025 Xanh lá'. The description does not provide explicit mileage, battery status, or aftermarket modifications, so imputed_year=2025 and other fields=null.",VinFast,VF3,2025.0,,,,,False
2958,"Year 2025 is stated in the name 'VinFast VF3 2025 Trắng'. ODO is listed as 'Odo 5 ngan' (5,000 km). Battery status 'Mua pin' is indicated by 'Vf3 mua pin'. Aftermarket mod indicated by 'Lên bộ phim 3m' (film) and 'Lót sang'.",VinFast,VF3,2025.0,5000.0,,Mua pin,,True
2959,"Year 2024 is shown as 'Sx 11/2024'. ODO is '11000 km'. Battery status 'Thuê Pin' is shown by 'Bản : Thuê pin Tiên phong'. Aftermarket mods include 'Dán Film 3M full xe' and accessories like 'Thảm sàn cao su', etc.",VinFast,VF3,2024.0,11000.0,,Thuê pin,,True
2960,Name indicates model 'LimoGreen' with no year or mileage in the description. There is no explicit battery status or aftermarket modification mention.,VinFast,Limo Green,,,,,,False
2961,Description 'vf6s 2024 bản mua pin...' explicitly states the battery option as buy-pin: 'bản mua pin'. Year 2024 is given in the name. Mileage not provided.,VinFast,VF6S,2024.0,,,Mua pin,,False
2962,"Chạy 900km is explicit mileage. Description also notes 'Độ full đồ nội thất ( ghế da naâp,trần nỉ,vô lăng da,sàn da...)' and 'Fim cách nhiệt xịn chính hãng' — aftermarket modifications are present.",VinFast,VF3,2024.0,900.0,,,,True
2963,"Name includes 'Limo Green 2025'. The text provides year but no mileage, battery status, or modification details.",VinFast,Limo Green,2025.0,,,,,False
2964,Odo: 15.000 km is stated. Year 2025 inferred from 'VF5 2025 Trắng'. No explicit battery or modification info.,VinFast,VF5,2025.0,15000.0,,,,False
2965,Odo: 6.000Km is stated. Year 2025 inferred from 'VF3 2025 Trắng'. No explicit battery or modifications.,VinFast,VF3,2025.0,6000.0,,,,False
2966,Name 'Vinfast VF5 Trắng' provides no year or mileage; no battery or mods mentioned.,VinFast,VF5,,,,,,False
2967,"Year 2025 is stated and mileage 9,800 km. Battery status 'Thuê pin'. Modifications include 'dán phim cách nhiệt, áp suất lốp, ốp mâm'.",VinFast,VF3,2025.0,9800.0,,Thuê pin,,True
2968,Description includes 'Mua Pin' indicating battery ownership. Year 2023 is stated in 'VF8 Eco 2023'. Mileage not specified.,VinFast,VF8 Eco,2023.0,,,Mua pin,,False
2969,"No explicit year, mileage, battery, or modification phrases found in the description ('🔥VINFATS VF3 Tiếp Tục Giảm Gía KM mới nhất 268').",VinFast,VF3,,,,,,False
2985,"Brand inferred from Name: VinFast. Car model inferred: VF 5 Plus. Imputed year inferred: 2024 from Name. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF 5 Plus,2024.0,,,,,False
2986,"Brand inferred: VinFast. Car model inferred: VF8 Plus. Imputed year inferred: 2023 (from Name). imputed_mileage_km: 55154 (from 'Odo: 55,154 km'). imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF8 Plus,2023.0,55154.0,,,,False
2987,"Brand inferred: VinFast. Car model inferred: VF6 PLUS. Imputed year inferred: 2024 (from 'SX 2024'). imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: 'Xe Model cũ' indicates used. So imputed_condition = 'Đã qua sử dụng'. battery_status: 'Mua pin' present. imputed_mileage_km:  Not explicitly mentioned in ODO, but condition is used. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF6 Plus,2024.0,,Đã qua sử dụng,Mua pin,,False
2988,Brand inferred: VinFast. Car model inferred: VF3. Imputed year: Not stated. imputed_mileage_km: Not stated. imputed_condition: Not stated. battery_status: Not stated. is_accident_free: Not stated. has_aftermarket_mods: Not stated. Not explicitly mentioned data -> returning null for all unavailable fields.,VinFast,VF3,,,,,,False
2989,Brand inferred: Limo Green appears to be a model name; treat as a model under VinFast. Year: Not stated. ODO: Not stated. Condition: Not stated. Battery: Not stated. All unavailable fields return null per absence rule.,VinFast,Limo Green,,,,,,False
2990,"Brand inferred: VinFast. Car model inferred: VF3. Imputed year: 2025 (from Name). ODO: 1000 km (from Desc). Condition: Not explicitly stated, but ODO > 0 implies used; set imputed_condition = 'Đã qua sử dụng'. Battery status: 'Pin mua chạy 1000 km' indicates battery purchased; set battery_status = 'Mua pin'.",VinFast,VF3,2025.0,1000.0,Đã qua sử dụng,Mua pin,,False
2991,Brand inferred: BYD. Car model inferred: M6 MPV. Year: Not stated. ODO: Not stated. Condition: Not stated. Battery: Not stated. All unavailable fields return null.,BYD,M6 MPV,,,,,,False
2992,Brand inferred: VinFast. Car model inferred: VF5 Plus. Imputed year inferred: 2024 (from Name). ODO: Not stated. Condition: Not stated. Battery: 'mua pin' present in Desc -> battery_status = 'Mua pin'.,VinFast,VF5 Plus,2024.0,,,Mua pin,,False
2993,Brand inferred: VinFast. Car model inferred: VF3. Battery: 'Thuê pin' present in Title -> battery_status = 'Thuê pin'. Year: Not stated. ODO: Not stated. Condition: Not stated.,VinFast,VF3,,,,Thuê pin,,False
2994,Brand inferred: VinFast. Car model inferred: VF3. No year or ODO provided. Condition: Not stated. Battery: Not stated.,VinFast,VF3,,,,,,False
2995,Brand inferred: VinFast. Car model inferred: VF8 Plus. Imputed year: 2025 (from Name). ODO: 13999 km (from Desc). Condition: ODO indicates used -> 'Đã qua sử dụng'. Battery: 'Mua Pin' present in Desc -> 'Mua pin'.,VinFast,VF8 Plus,2025.0,13999.0,Đã qua sử dụng,Mua pin,,False
2996,Brand inferred: VinFast. Car model inferred: Herio Green. Year: 2025 (from Name). ODO: Not stated. Condition: Not stated. Battery: Not stated.,VinFast,Herio Green,2025.0,,,,,False
2997,Brand inferred: VinFast. Car model inferred: VF9 Plus. Imputed year: 2025 (from Name). ODO: 17000 km (from Desc). Condition: ODO indicates used -> 'Đã qua sử dụng'. Battery: 'Mua Pin' present -> 'Mua pin'.,VinFast,VF9 Plus,2025.0,17000.0,Đã qua sử dụng,Mua pin,,False
2998,Brand inferred: VinFast. Car model inferred: VF6 Plus. Imputed year: 2025 (from Name). ODO: 8000 km (from Desc). Condition: ODO > 0 implies used; set imputed_condition = 'Đã qua sử dụng'. Battery: Not explicitly stated as 'Mua pin' or 'Thuê pin' -> null.,VinFast,VF6 Plus,2025.0,8000.0,Đã qua sử dụng,,,False
2999,Brand inferred: VinFast. Car model inferred: Limo Green. Year: 2025 (from Name). ODO: Not stated. Condition: Not stated. Battery: Not stated.,VinFast,Limo Green,2025.0,,,,,False
3000,Year inferred from Name: 'VinFast VF8 2023 Plus'; mileage inferred from Desc: '50000 km'; imputed_condition inferred from mileage: 'Đã qua sử dụng'.,VinFast,VF8,2023.0,50000.0,Đã qua sử dụng,,,False
3001,"Year inferred from Name: 'VinFast VF7 2025 Plus'; No explicit ODO in Desc, so mileage remains null.",VinFast,VF7,2025.0,,,,,False
3002,"Year inferred from Name: 'VinFast VF5 Plus 2024 Trắng 23599 km'; mileage from Desc: '23599 km'; imputed_condition inferred from mileage: 'Đã qua sử dụng'; additional notes indicate accident-free and aftermarket mods from listed items ('cặp bi laser', 'lót sàn', etc.).",VinFast,VF5 Plus,2024.0,23599.0,Đã qua sử dụng,,True,True
3003,"Year inferred from Name: 'VinFast VF3 2025 - 600 km pin thuê'; mileage from Desc: '600 km'; imputed_condition inferred from mileage: 'Đã qua sử dụng'; battery_status inferred from 'pin thuê'; accident-free indicated by 'KHÔNG đâm đụng, KHÔNG ngập nước'; aftermarket mods present ('3m film', 'ghế da', 'lót sàn').",VinFast,VF3,2025.0,600.0,Đã qua sử dụng,Thuê pin,True,True
3004,Year inferred from Name: 'VinFast VF3 2025'; Desc indicates 'chưa lăn bánh' which implies new; so imputed_condition = 'Mới 100%'.,VinFast,VF3,2025.0,,Mới 100%,,,False
3005,"No explicit year or ODO in text; data not explicit for year, mileage, or condition -> all null.",VinFast,VF3 Nhiều màu,,,,,,False
3006,"No explicit year, mileage, or condition in text -> all null.",VinFast,VF 3 Xám,,,,,,False
3007,Odo stated as 'Odo 1 Vạn' -> 10000 km; year from Name 'VinFast VF3 2024 Vàng Cute'; battery status indicated by 'Pin Thuê' in Desc; condition inferred as used due to ODO > 0.,VinFast,VF3,2024.0,10000.0,Đã qua sử dụng,Thuê pin,,False
3008,Year inferred from Name: 'BYD HAN HC 2025'; mileage not specified; condition not explicit; battery status not stated.,BYD,HAN HC,2025.0,,,,,False
3009,Odo stated as 'odo 4v2km' -> 4200 km; year from Name 'VinFast VF8 Eco 2023 Xanh' -> 2023; battery status 'mua pin'; condition inferred as 'Đã qua sử dụng'.,VinFast,VF8 Eco,2023.0,4200.0,Đã qua sử dụng,Mua pin,,False
3010,Odo stated as 'đi 12vạn5' -> 125000 km; year from Name 'VF5 Plus Trắng 2023' -> 2023; battery status 'Thuê Pin'; condition inferred as used.,VinFast,VF5 Plus,2023.0,125000.0,Đã qua sử dụng,Thuê pin,,False
3011,Odo 5.600 km; year from Name 'Vinfast VF3 Plus mua pin 2025' -> 2025; battery status 'Mua pin'; condition inferred as used.,VinFast,VF3 Plus,2025.0,5600.0,Đã qua sử dụng,Mua pin,,False
3012,Odo 68.000km; year 2022 in Name; battery status 'Thuê pin'; condition inferred as used.,VinFast,VFe34,2022.0,68000.0,Đã qua sử dụng,Thuê pin,,False
3013,"Odo 25.000KM; year 2024 from Name; battery status 'Mua pin'; accident-free as per 'KHÔNG đâm đụng, KHÔNG ngập nước'.",VinFast,VF7 Plus,2024.0,25000.0,Đã qua sử dụng,Mua pin,True,False
3014,Odo 6 vạn km -> 60000 km; year 2024 from Name; battery status 'Mua pin'; condition inferred as used.,VinFast,VF5 Plus,2024.0,60000.0,Đã qua sử dụng,Mua pin,,False
3015,"Not explicitly mentioned, returning null.",VinFast,VF3,,,,,,False
3016,Year inferred from 'Vinfast Limo Green 2025 Đỏ'.,VinFast,Limo Green,2025.0,,,,,False
3017,Has aftermarket mods due to 'đã độ đèn led cánh chim trước sau'.,VinFast,VF5 Plus,,,,,,True
3018,No explicit battery status; '65v thay pin mới' mentioned but not matching battery_status options.,VinFast,VFE34,,,,,,False
3019,No explicit modification or other details; not enough to mark aftermarket mods.,VinFast,VF5,,,,,,False
3020,"Year inferred from 'Vinfast VF9 Plus 2023'. Odo stated as 21,000 km. Battery status indicated by 'MUA PIN CATL'. Accident/fault status: not mentioned beyond no collision claim.",VinFast,VF9 Plus,2023.0,21000.0,,Mua pin,True,False
3021,Model identified as 'Limo Green 7 chỗ' from the name.,VinFast,Limo Green 7 chỗ,,,,,,False
3022,Odo 10.000 km and year 2025 from 'VF7 2025 Plus 1 Cầu'. Accident-free status stated.,VinFast,VF7 Plus,2025.0,10000.0,,,True,False
3023,"Odo 9,678 km and production year 2025 from description 'VF3 2025'.",VinFast,VF3,2025.0,9678.0,,,,False
3024,"Odo 9,678 km and production year 2025 from description 'VinFast VF3 2025'.",VinFast,VF3,2025.0,9678.0,,,,False
3025,No explicit data available in text.,VinFast,Limo Green,,,,,,False
3026,Year 2025 and Odo 9678 km present in description.,VinFast,VF3,2025.0,9678.0,,,,False
3027,Year 2024 indicated in title.,VinFast,VF6 Plus,2024.0,,,,,False
3028,"Mods indicated: 'Nâng cấp', 'Sàn da', 'film cách nhiệt 3M' (aftermarket).",VinFast,VF7 Eco,2024.0,,,,,True
3029,No explicit data available in text.,VinFast,VF5,,,,,,False
3060,"Brand inferred from name: 'VinFast'; Car model inferred from name: 'EC Van 2 chỗ'; No explicit year, mileage, condition, battery status, or accident/mods info found in text; thus those fields are null.",VinFast,EC Van 2 chỗ,,,,,,False
3061,"Year inferred from name: 'VF8 Plus 2023'; No mileage or other spec explicitly stated; thus mileage, condition, battery status, accident-free, and mods are null.",VinFast,VF8 Plus,2023.0,,,,,False
3062,ODO shown as '16.000KM' indicating mileage 16000; Year not stated in text.,VinFast,VF6 Plus 25,,16000.0,,,,False
3063,Name includes 'BYD M6 2025' -> imputed_year 2025; no explicit mileage data.,BYD,M6,2025.0,,,,,False
3064,Name contains 'VF6' but no year or mileage data provided; thus other fields null.,VinFast,VF6,,,,,,False
3065,Text includes 'VFe34 2022 - 195000 km' -> imputed_year 2022; imputed_mileage_km 195000.,VinFast,VFe34,2022.0,195000.0,,,,False
3066,"Text 'VF3 2025, 12.000 km' -> imputed_year 2025; imputed_mileage_km 12000.",VinFast,VF3,2025.0,12000.0,,,,False
3067,Name includes 'VF7' but no year or mileage data provided; thus fields null.,VinFast,VF7,,,,,,False
3068,Text 'VF3 2025 - 05 km' -> imputed_year 2025; imputed_mileage_km 5.,VinFast,VF3,2025.0,5.0,,,,False
3069,Description shows 'Mua pin' and '4v km' -> mileage 40000; battery_status 'Mua pin'.,VinFast,VF5 Plus,2024.0,40000.0,,Mua pin,,False
3070,Odo: 11.600km indicates mileage 11600; description 'Mua Pin CATL' implies battery status 'Mua pin'.,VinFast,VF8 Lux Plus,2024.0,11600.0,,Mua pin,,False
3071,'26.000KM' indicates mileage 26000; 'MUA PIN' indicates battery status.,VinFast,VF5 Plus,,26000.0,,Mua pin,,False
3072,Description includes 'Mới 100%' -> imputed_condition 'Mới 100%'; mileage set to 0 per rule.,VinFast,VF9 Plus,,0.0,Mới 100%,,,False
3073,Name refers to 'Limo Green' model; no year or mileage data stated.,VinFast,Limo Green,,,,,,False
3074,Name includes 'VF6' but no year or mileage data provided; thus fields null.,VinFast,VF6,,,,,,False
3030,odo 900km -> mileage = 900; 'Pin mua' -> battery_status = 'Mua pin'; 'Xe cam kết bằng văn bản: - Không tai nạn - Không ngập nước' -> is_accident_free = true.,VinFast,VF7 Plus 2025,2025.0,900.0,Đã qua sử dụng,Mua pin,True,True
